1	785.84	148.34262502733327
2	777.96	178.1989292897126
3	717.4	137.7946297937623
4	697.58	129.81804034878976
5	665.41	113.33429269201795
6	647.86	110.81038038017915
7	640.22	127.68128915389289
8	603.43	115.84845747786201
9	589.42	99.99291774920862
10	594.36	106.45088257031972
11	569.6	103.1507634484593
12	527.31	89.2003021295332
13	529.39	91.72632065007295
14	524.35	104.7557516320703
15	512.97	83.45039904038806
16	492.76	84.27254831794276
17	468.34	89.79757457749066
18	455.26	85.6200467180438
19	459.62	96.71336825899509
20	443.08	92.2823580106187
21	400.14	83.01325436338463
22	424.46	82.33655567243505
23	404.46	87.71857499982545
24	393.17	90.44689657473053
25	400.0	86.55368276393558
26	378.19	73.94561447442302
27	365.73	75.1655313291937
28	356.85	80.98720577967855
29	345.72	74.07321783208826
30	350.13	73.00734963002013
31	341.48	74.43406209525315
32	333.75	69.04380855659687
33	318.67	66.70113267404086
34	320.86	77.10668194132074
35	309.85	70.39948508334419
36	296.68	73.81691946972592
37	314.52	76.9911007844413
38	301.29	71.82441019597722
39	297.0	61.267772931615525
40	296.33	75.10446790970563
41	273.14	70.27916049583973
42	258.9	62.33498215288104
43	257.18	75.65413141395518
44	246.35	61.95068603332813
45	235.8	69.2021675961093
46	231.85	65.48975110656627
47	239.69	65.19228405263922
48	239.69	69.68309622856894
49	248.81	70.44014409411724
