0.06	0.4431703961232063
0.46	1.6273905493150682
0.31	1.119776763466721
0.43	1.5764199947983404
0.36	1.374918179383778
0.56	1.8618270596379258
0.37	1.5142985174660901
0.47	1.8409508412774072
0.68	2.1207545826898504
1.18	2.930460714631744
1.3	2.9103264421710544
1.08	2.8378865375486693
1.22	2.5281613872535895
1.41	3.2065401915460243
1.8	3.1336879231984796
2.39	3.3072496125935205
1.66	2.7828762099669464
3.03	4.620508630010336
3.54	4.85060820928675
3.09	4.2804088589759735
5.22	5.505597151989963
4.7	6.029096117993144
5.42	5.995298157723268
5.86	6.238621642638699
5.73	5.835846125456017
7.8	7.262231062146123
8.19	7.969560841100344
9.83	8.435703882901532
10.88	9.38539290600026
11.32	9.773310595698877
12.25	8.741138369800582
14.0	9.794896630388704
15.65	9.22428859045509
16.36	11.293821319641994
16.99	11.014985247380043
18.04	10.226358100516526
21.8	12.601587201618694
19.31	10.02366699367053
25.04	12.61262859201047
23.9	11.902520741422803
31.73	14.063324642487636
31.67	13.249947169705997
32.19	14.458004703277695
38.04	14.822901200507273
37.16	16.06780632195945
41.23	16.020521214991728
41.48	16.70777064721682
51.86	19.58163425253367
53.2	16.440802900101932
58.99	19.37446515390812
59.92	19.36888225995501
60.85	19.723780063669334
67.48	22.852781012384472
73.63	24.024843391789265
71.86	27.36019736770918
74.56	27.127963432591102
65.56	33.022816354756905
60.28	31.90739099331063
52.47	29.264809925916147
51.71	25.22827580315389
43.33	22.54109802117013
47.34	21.811107262126793
45.45	19.653180404199208
49.22	19.075418737212562
53.39	22.329305855758253
52.72	20.560680922576466
56.15	23.499095727282782
57.72	20.478808559093466
56.12	21.70911329372989
63.5	24.79173249290981
72.08	25.133913344324235
69.68	25.355031058943705
72.88	24.357865259500887
77.08	23.628237344330195
78.21	30.342147254273222
85.34	28.867358729194464
90.25	28.524156429244318
87.22	26.138316701731203
97.52	32.9828682803664
100.61	30.23140585550067
108.17	33.07871067620381
114.06	35.12629214705132
112.85	34.484598011286145
112.9	33.31831328263783
122.93	37.16456780321816
117.99	36.695366192477216
125.3	35.469846348694546
115.49	32.5058440899479
115.38	33.89506748776288
119.92	34.75735317885986
115.95	36.95764467603421
111.91	38.26776580883708
119.62	37.58025545416103
123.82	35.52559077622778
123.21	40.024566206268865
125.25	35.24751764309084
131.34	39.74901759792309
138.3	45.108203245086145
134.33	38.77320079642639
143.08	43.13830780176709
