10	0.0	0.0
20	0.31	1.3468110483657334
30	1.36	3.0968370961353466
40	1.46	2.6131207396521123
50	3.15	4.6289847699036555
60	11.05	9.237288563209445
70	26.73	12.938976002760034
80	28.92	28.695881237557426
90	24.62	16.702562677625256
100	46.08	25.832413747073655
110	69.7	30.060771779846228
120	78.26	32.06356811086377
130	102.16	36.173669982461
140	118.37	46.05510937995914
150	144.85	52.70604804004944
160	186.76	63.80440737127805
170	212.96	68.48546123083351
180	254.4	83.28601323151445
190	290.46	87.35930631592721
200	336.59	90.16020130855964
210	396.39	121.77847880475436
220	428.79	111.19076355525219
230	502.88	145.10446443855545
240	566.41	122.89394574184689
250	627.46	178.69865248512642
260	684.52	180.7652333829711
270	786.21	192.83025151671612
280	854.29	195.76027661402608
290	897.55	241.8995814382489
300	1010.98	254.5077987017293
310	1132.89	255.86812599462246
320	1158.97	247.22881931522468
330	1274.35	288.70896678142844
340	1269.08	249.11867372800467
350	1412.04	284.72379317506994
360	1433.52	276.98658740090644
370	1530.92	300.2229731382992
380	1626.73	295.6297297296062
390	1709.04	298.9558803569517
400	1740.08	383.3313887486908
410	1780.22	310.3523990562986
420	1919.92	295.0650328317471
430	1937.88	322.3676869662963
440	2064.68	352.7488307563897
450	2079.47	357.90919113652285
460	2225.28	417.26509750996433
470	2210.83	313.9747459589704
480	2331.77	370.57997395973797
490	2385.07	372.50458399864016
