10	282.71	193.24907735872895	1371.89	392.0
20	669.38	225.52692876904968	1397.64	400.0
30	822.1	210.4104797770301	1399.1	400.0
40	712.8	202.09784758873604	1390.97	400.0
50	536.87	167.68605517454336	1397.63	400.0
60	361.8	115.48142707812364	1400.26	400.0
70	296.76	109.65036434047995	1396.73	400.0
80	192.81	72.62956629362452	1400.45	400.0
90	175.17	71.3652653606781	1400.22	400.0
100	119.67	61.258314537701736	1398.95	400.0
